80317874516417827109442758790252938695348445199686	28756835278394304585905412656998519049249139373763
11609663372059549901096130059955486511668043484611	61440982495312333814852658632732790961454771956097
23929413654618747499758694507191449227407305882166	38504499516132716883645651073936906352864643692281
66389352656957335969948953951472064010029864479888	8635415969355780317227017812356558286116796638405
41629371225707937193398130897315567545509442001538	73407223144272053557076001543128889379897560430599
43194724095453933168023939037467620744897269479101	37369369408607975433166566694711640654266213424229
46522884771341580183122438783681056778181829944837	56120184045616121231737137370846394403053247864725
66995043013586371378197741764307082470759623735323	68989990781456149621076137953108757046253006716279
82969897213722962439476564148925084743167446639986	60994673733834194367432919432005336366868664354047
42098542440047031346568955530950829771367974880277	11625104791762526917316464206715271657451887015540
38866552827081845094156381720434462595341427131600	58514569303200788680020617567098775971524864046763
4693625136188435133317785318136356160371570667516	39631625319966009453088809320428324023393683800561
80448512452874210991751083490313872456339561806725	8695988497029690514197628121300633096947606323391
37475018305489662460438283965472040096863555468618	8787662829294286041277770413811522582388507660383
94746842355979286319908549671202954689665637438297	90284552053503353576791291878776872593176734439535
95686965233776210377782781203917489733443474185563	84651879198543627206663543068114285896469324617005
24113345623529171011121367506623331107437827109317	95587175676802982616781902496654153568313073359855
6181362597593619291187869249290729702033896045738	54903587033503258170002175084021039362164383157341
63234272495227647883151911260582467008099395027528	48871029052706674142500065806270568572055116919211
97185989931591475567476163438764069689637615212237	57145590438236808035544082227723902091537084613848
428951970881357449320235979040266602223484506485	72084914340933236961980101716787704823422284337428
249857666850545246697668738493535993706751304815	48561927290348110036076841730094284395357773520671
9232102066226425291853259129794176187720183239181	9823688336371661008993881954685213944917453875212
82959371587756588191966697826013451189705027098323	4356871265701775448410208485073636019910792625723
77269230732865304175101229104857737226808241426643	92338109023780480706639016923616579820550589898325
74947299546236925342678431025637882555886599327711	22531271402155824097632882295841439796741172523669
31168007036169142998523527650544345689861421658763	40526478545205480787226245375555550632714023042330
